sentence,group,step,stl_formula,label,cosine_sim
"Expression of IFNγ mRNA increased at the same time as the other cytokines (i.e. 9 days after initial exposure), but only declined in the final samples (more than 3 weeks after initial exposure) (Fig. 4a).",2,raw,"eventually[9,9](d_ifnγ(t) > 0) and globally[21,inf](d_ifnγ(t) < 0)",,0.510429
"Expression of IFNγ mRNA increased at the same time as the other cytokines (i.e. 9 days after initial exposure), but only declined in the final samples (more than 3 weeks after initial exposure) (Fig. 4a).",2,raw,"globally[9,9](d_ifnγ(t) > 0) and eventually[21,inf](d_ifnγ(t) < 0)",,0.505515
"Expression of IFNγ mRNA increased at the same time as the other cytokines (i.e. 9 days after initial exposure), but only declined in the final samples (more than 3 weeks after initial exposure) (Fig. 4a).",2,consolidated,"eventually[9,9](d_ifnγ(t) > 0)",1,0.556677
"Expression of IFNγ mRNA increased at the same time as the other cytokines (i.e. 9 days after initial exposure), but only declined in the final samples (more than 3 weeks after initial exposure) (Fig. 4a).",2,consolidated,"globally[9,21](d_ifnγ(t) = 0)",0,0.481116
"Expression of IFNγ mRNA increased at the same time as the other cytokines (i.e. 9 days after initial exposure), but only declined in the final samples (more than 3 weeks after initial exposure) (Fig. 4a).",2,consolidated,"eventually[21,inf](d_ifnγ(t) < 0)",1,0.536441
"We therefore first investigated B-cell dynamics via staining CD19, CD24 and CD38 (Fig. 4a) and observed a peak in the number of plasmablasts (CD19+ CD24− CD38+) at day 7 (Fig. 4b).",0,raw,"eventually[7,7](d_bcells(t) = 0)",,0.533589
"We therefore first investigated B-cell dynamics via staining CD19, CD24 and CD38 (Fig. 4a) and observed a peak in the number of plasmablasts (CD19+ CD24− CD38+) at day 7 (Fig. 4b).",0,raw,"globally[7,7](d_bcells(t) = 0)",,0.519128
"We therefore first investigated B-cell dynamics via staining CD19, CD24 and CD38 (Fig. 4a) and observed a peak in the number of plasmablasts (CD19+ CD24− CD38+) at day 7 (Fig. 4b).",0,raw,"eventually[7,7](bcells(t) = c(high) and d_bcells(t) = 0)",,0.568953
"We therefore first investigated B-cell dynamics via staining CD19, CD24 and CD38 (Fig. 4a) and observed a peak in the number of plasmablasts (CD19+ CD24− CD38+) at day 7 (Fig. 4b).",0,raw,"eventually[7,7](d_bcells(t) = 0)",,0.533589
"We therefore first investigated B-cell dynamics via staining CD19, CD24 and CD38 (Fig. 4a) and observed a peak in the number of plasmablasts (CD19+ CD24− CD38+) at day 7 (Fig. 4b).",0,raw,"eventually[7,7](d_bcells(t) = 0)",,0.533589
"We therefore first investigated B-cell dynamics via staining CD19, CD24 and CD38 (Fig. 4a) and observed a peak in the number of plasmablasts (CD19+ CD24− CD38+) at day 7 (Fig. 4b).",0,consolidated,"eventually[7,7](bcells(t) = c(high) and d_bcells(t) = 0)",1,0.568953
"In line with the cytokine responses, expression of CD107a by CD8+ T cells was increased at day 56 post vaccination in the highest dose cohort following stimulation with Ebola GP OLP-pools (Fig. 6a).",0,raw,"eventually[56,56](cd107a(t) > c(low))",,0.317091
"In line with the cytokine responses, expression of CD107a by CD8+ T cells was increased at day 56 post vaccination in the highest dose cohort following stimulation with Ebola GP OLP-pools (Fig. 6a).",0,raw,"eventually[56,56](d_cd107a(t) > 0)",,0.415039
"In line with the cytokine responses, expression of CD107a by CD8+ T cells was increased at day 56 post vaccination in the highest dose cohort following stimulation with Ebola GP OLP-pools (Fig. 6a).",0,raw,"eventually[56,56](cd107a(t) > cd107a(0))",,0.334858
"In line with the cytokine responses, expression of CD107a by CD8+ T cells was increased at day 56 post vaccination in the highest dose cohort following stimulation with Ebola GP OLP-pools (Fig. 6a).",0,raw,"eventually[56,56](cd107a(t) > c(high))",,0.344389
"In line with the cytokine responses, expression of CD107a by CD8+ T cells was increased at day 56 post vaccination in the highest dose cohort following stimulation with Ebola GP OLP-pools (Fig. 6a).",0,raw,"globally[56,56](cd107a(t) > c(low))",,0.321512
"In line with the cytokine responses, expression of CD107a by CD8+ T cells was increased at day 56 post vaccination in the highest dose cohort following stimulation with Ebola GP OLP-pools (Fig. 6a).",0,raw,"eventually[56,56](cd107a(t) > c(high))",,0.344389
"In line with the cytokine responses, expression of CD107a by CD8+ T cells was increased at day 56 post vaccination in the highest dose cohort following stimulation with Ebola GP OLP-pools (Fig. 6a).",0,raw,"eventually[56,56](cd107a(t) > c(high))",,0.344389
"In line with the cytokine responses, expression of CD107a by CD8+ T cells was increased at day 56 post vaccination in the highest dose cohort following stimulation with Ebola GP OLP-pools (Fig. 6a).",0,raw,"eventually[56,56](cd107a(t) > c(mid))",,0.320755
"In line with the cytokine responses, expression of CD107a by CD8+ T cells was increased at day 56 post vaccination in the highest dose cohort following stimulation with Ebola GP OLP-pools (Fig. 6a).",0,raw,"eventually[56,56](d_cd107a(t) > 0)",,0.415039
"In line with the cytokine responses, expression of CD107a by CD8+ T cells was increased at day 56 post vaccination in the highest dose cohort following stimulation with Ebola GP OLP-pools (Fig. 6a).",0,raw,"eventually[56,56](d_cd107a(t) > 0)",,0.415039
"In line with the cytokine responses, expression of CD107a by CD8+ T cells was increased at day 56 post vaccination in the highest dose cohort following stimulation with Ebola GP OLP-pools (Fig. 6a).",0,raw,"eventually[56,56](cd107a(t) > cd107a(0))",,0.334858
"In line with the cytokine responses, expression of CD107a by CD8+ T cells was increased at day 56 post vaccination in the highest dose cohort following stimulation with Ebola GP OLP-pools (Fig. 6a).",0,raw,"eventually[56,56](d_cd107a(t) > 0)",,0.415039
"In line with the cytokine responses, expression of CD107a by CD8+ T cells was increased at day 56 post vaccination in the highest dose cohort following stimulation with Ebola GP OLP-pools (Fig. 6a).",0,raw,"eventually[56,56](cd107a(t) > c(low))",,0.317091
"In line with the cytokine responses, expression of CD107a by CD8+ T cells was increased at day 56 post vaccination in the highest dose cohort following stimulation with Ebola GP OLP-pools (Fig. 6a).",0,raw,"eventually[56,56](cd107a(t) > c(high))",,0.344389
"In line with the cytokine responses, expression of CD107a by CD8+ T cells was increased at day 56 post vaccination in the highest dose cohort following stimulation with Ebola GP OLP-pools (Fig. 6a).",0,raw,"eventually[56,56](d_cd107a(t) > 0)",,0.415039
"In line with the cytokine responses, expression of CD107a by CD8+ T cells was increased at day 56 post vaccination in the highest dose cohort following stimulation with Ebola GP OLP-pools (Fig. 6a).",0,raw,"eventually[56,56](cd107a(t) > c(high))",,0.344389
"In line with the cytokine responses, expression of CD107a by CD8+ T cells was increased at day 56 post vaccination in the highest dose cohort following stimulation with Ebola GP OLP-pools (Fig. 6a).",0,consolidated,"eventually[56,56](d_cd107a(t) > 0)",0,0.415039
"In group A that underwent CSF sampling, on the other hand, viral RNA was detected in the CSF by days 4 and 5 postinfection with dramatic increases seen in some animals by day 7.",1,raw,"eventually[4,5](virus(t) > c(low)) and eventually[5,7](d_virus(t) > d_c(high))",,0.599174
"In group A that underwent CSF sampling, on the other hand, viral RNA was detected in the CSF by days 4 and 5 postinfection with dramatic increases seen in some animals by day 7.",1,raw,"eventually[4,4](virus(t) > c(low)) and eventually[5,5](virus(t) > c(low)) and eventually[7,7](d_virus(t) > d_c(high))",,0.586724
"In group A that underwent CSF sampling, on the other hand, viral RNA was detected in the CSF by days 4 and 5 postinfection with dramatic increases seen in some animals by day 7.",1,raw,"eventually[4,5](virus(t) > c(low)) and eventually[7,7](d_virus(t) > d_c(high))",,0.600902
"In group A that underwent CSF sampling, on the other hand, viral RNA was detected in the CSF by days 4 and 5 postinfection with dramatic increases seen in some animals by day 7.",1,raw,"eventually[4,5](virus(t) > c(low)) and eventually[7,7](d_virus(t) = d_c(high))",,0.603549
"In group A that underwent CSF sampling, on the other hand, viral RNA was detected in the CSF by days 4 and 5 postinfection with dramatic increases seen in some animals by day 7.",1,consolidated,"eventually[4,5](virus(t) > c(low))",1,0.571235
"In group A that underwent CSF sampling, on the other hand, viral RNA was detected in the CSF by days 4 and 5 postinfection with dramatic increases seen in some animals by day 7.",1,consolidated,"eventually[7,7](d_virus(t) = d_c(high))",1,0.573176
"Plasma cytokines levels, reflecting both pro-inflammatory as well as anti-inflammatory systemic responses to the infection, increased gradually, with interleukin (IL)-10 and IL-6 beginning to increase on day 4.",0,raw,"eventually[4,inf]globally(d_il10(t) > 0 and d_il6(t) > 0)",,0.610181
"Plasma cytokines levels, reflecting both pro-inflammatory as well as anti-inflammatory systemic responses to the infection, increased gradually, with interleukin (IL)-10 and IL-6 beginning to increase on day 4.",0,raw,"globally[4,inf](d_il10(t) > 0 and d_il6(t) > 0)",,0.603760
"Plasma cytokines levels, reflecting both pro-inflammatory as well as anti-inflammatory systemic responses to the infection, increased gradually, with interleukin (IL)-10 and IL-6 beginning to increase on day 4.",0,raw,"eventually[4, inf]globally(d_il10(t) > 0 and d_il6(t) > 0)",,0.610181
"Plasma cytokines levels, reflecting both pro-inflammatory as well as anti-inflammatory systemic responses to the infection, increased gradually, with interleukin (IL)-10 and IL-6 beginning to increase on day 4.",0,raw,"globally[4,inf](d_il10(t) > 0 and d_il6(t) > 0)",,0.603760
"Plasma cytokines levels, reflecting both pro-inflammatory as well as anti-inflammatory systemic responses to the infection, increased gradually, with interleukin (IL)-10 and IL-6 beginning to increase on day 4.",0,raw,"eventually[4, inf]globally(d_il10(t) > 0 and d_il6(t) > 0)",,0.610181
"Plasma cytokines levels, reflecting both pro-inflammatory as well as anti-inflammatory systemic responses to the infection, increased gradually, with interleukin (IL)-10 and IL-6 beginning to increase on day 4.",0,raw,"eventually[4,inf]globally(d_il10(t) > 0 and d_il6(t) > 0)",,0.610181
"Plasma cytokines levels, reflecting both pro-inflammatory as well as anti-inflammatory systemic responses to the infection, increased gradually, with interleukin (IL)-10 and IL-6 beginning to increase on day 4.",0,raw,"globally[4, inf](d_il10(t) > 0 and d_il6(t) > 0)",,0.603760
"Plasma cytokines levels, reflecting both pro-inflammatory as well as anti-inflammatory systemic responses to the infection, increased gradually, with interleukin (IL)-10 and IL-6 beginning to increase on day 4.",0,raw,"globally[4,inf](d_il10(t) > 0 and d_il6(t) > 0)",,0.603760
"Plasma cytokines levels, reflecting both pro-inflammatory as well as anti-inflammatory systemic responses to the infection, increased gradually, with interleukin (IL)-10 and IL-6 beginning to increase on day 4.",0,raw,"eventually[4, inf]globally(d_il10(t) > d_c(low) and d_il6(t) > d_c(low))",,0.564480
"Plasma cytokines levels, reflecting both pro-inflammatory as well as anti-inflammatory systemic responses to the infection, increased gradually, with interleukin (IL)-10 and IL-6 beginning to increase on day 4.",0,raw,"eventually[4,inf]globally(d_il10(t) > 0 and d_il6(t) > 0)",,0.610181
"Plasma cytokines levels, reflecting both pro-inflammatory as well as anti-inflammatory systemic responses to the infection, increased gradually, with interleukin (IL)-10 and IL-6 beginning to increase on day 4.",0,raw,"globally[4,inf](d_il10(t) > 0 and d_il6(t) > 0)",,0.603760
"Plasma cytokines levels, reflecting both pro-inflammatory as well as anti-inflammatory systemic responses to the infection, increased gradually, with interleukin (IL)-10 and IL-6 beginning to increase on day 4.",0,raw,"globally[4,inf](d_il10(t) > 0 and d_il6(t) > 0)",,0.603760
"Plasma cytokines levels, reflecting both pro-inflammatory as well as anti-inflammatory systemic responses to the infection, increased gradually, with interleukin (IL)-10 and IL-6 beginning to increase on day 4.",0,raw,"eventually[4, inf]globally(d_il10(t) > 0 and d_il6(t) > 0)",,0.610181
"Plasma cytokines levels, reflecting both pro-inflammatory as well as anti-inflammatory systemic responses to the infection, increased gradually, with interleukin (IL)-10 and IL-6 beginning to increase on day 4.",0,raw,"globally[4,inf](d_il10(t) > 0 and d_il6(t) > 0) and eventually[4,inf]globally(d_il10(t) = d_c(low) and d_il6(t) = d_c(low))",,0.545011
"Plasma cytokines levels, reflecting both pro-inflammatory as well as anti-inflammatory systemic responses to the infection, increased gradually, with interleukin (IL)-10 and IL-6 beginning to increase on day 4.",0,raw,"eventually[4,inf]globally(d_il10(t) > 0 and d_il6(t) > 0)",,0.610181
"Plasma cytokines levels, reflecting both pro-inflammatory as well as anti-inflammatory systemic responses to the infection, increased gradually, with interleukin (IL)-10 and IL-6 beginning to increase on day 4.",0,raw,"globally[4,inf](d_il10(t) = d_c(low) and d_il6(t) = d_c(low))",,0.527395
"Plasma cytokines levels, reflecting both pro-inflammatory as well as anti-inflammatory systemic responses to the infection, increased gradually, with interleukin (IL)-10 and IL-6 beginning to increase on day 4.",0,raw,"globally[4, inf](d_il10(t) > 0 and d_il6(t) > 0)",,0.603760
"Plasma cytokines levels, reflecting both pro-inflammatory as well as anti-inflammatory systemic responses to the infection, increased gradually, with interleukin (IL)-10 and IL-6 beginning to increase on day 4.",0,consolidated,"eventually[4, inf]globally(d_il10(t) > 0 and d_il6(t) > 0)",1,0.610181
"IL-8 and tumor necrosis factor alpha (TNF-α), on the other hand, began increasing on day 6, while GM-CSF and IL-2 began increasing on day 7.",1,raw,"eventually[6,6]globally(d_il8(t) > 0 and d_tnfα(t) > 0) and eventually[7,7]globally(d_gmcsf(t) > 0 and d_il2(t) > 0)",,0.844816
"IL-8 and tumor necrosis factor alpha (TNF-α), on the other hand, began increasing on day 6, while GM-CSF and IL-2 began increasing on day 7.",1,raw,"eventually[6,6]globally(d_il8(t) > 0 and d_tnfα(t) > 0) and eventually[7,7]globally(d_gmcsf(t) > 0 and d_il2(t) > 0)",,0.844816
"IL-8 and tumor necrosis factor alpha (TNF-α), on the other hand, began increasing on day 6, while GM-CSF and IL-2 began increasing on day 7.",1,raw,"eventually[6,inf]globally(d_il8(t) > 0 and d_tnfα(t) > 0) and eventually[7,inf]globally(d_gmcsf(t) > 0 and d_il2(t) > 0)",,0.844316
"IL-8 and tumor necrosis factor alpha (TNF-α), on the other hand, began increasing on day 6, while GM-CSF and IL-2 began increasing on day 7.",1,raw,"eventually[6,6]globally(d_il8(t) > 0 and d_tnfα(t) > 0) and eventually[7,7]globally(d_gmcsf(t) > 0 and d_il2(t) > 0)",,0.844816
"IL-8 and tumor necrosis factor alpha (TNF-α), on the other hand, began increasing on day 6, while GM-CSF and IL-2 began increasing on day 7.",1,raw,"eventually[6,6]globally(d_il8(t) > 0 and d_tnfα(t) > 0) and eventually[7,7]globally(d_gmcsf(t) > 0 and d_il2(t) > 0)",,0.844816
"IL-8 and tumor necrosis factor alpha (TNF-α), on the other hand, began increasing on day 6, while GM-CSF and IL-2 began increasing on day 7.",1,raw,"eventually[6,6]globally(d_il8(t) > 0 and d_tnfα(t) > 0) and eventually[7,7]globally(d_gmcsf(t) > 0 and d_il2(t) > 0)",,0.844816
"IL-8 and tumor necrosis factor alpha (TNF-α), on the other hand, began increasing on day 6, while GM-CSF and IL-2 began increasing on day 7.",1,raw,"eventually[6,inf]globally(d_il8(t) > 0 and d_tnfα(t) > 0) and eventually[7,inf]globally(d_gmcsf(t) > 0 and d_il2(t) > 0)",,0.844316
"IL-8 and tumor necrosis factor alpha (TNF-α), on the other hand, began increasing on day 6, while GM-CSF and IL-2 began increasing on day 7.",1,raw,"eventually[6,6]globally(d_il8(t) > 0 and d_tnfα(t) > 0) and eventually[7,7]globally(d_gmcsf(t) > 0 and d_il2(t) > 0)",,0.844816
"IL-8 and tumor necrosis factor alpha (TNF-α), on the other hand, began increasing on day 6, while GM-CSF and IL-2 began increasing on day 7.",1,raw,"globally[6,inf](d_il8(t) > 0 and d_tnfα(t) > 0) and globally[7,inf](d_gmcsf(t) > 0 and d_il2(t) > 0)",,0.834288
"IL-8 and tumor necrosis factor alpha (TNF-α), on the other hand, began increasing on day 6, while GM-CSF and IL-2 began increasing on day 7.",1,raw,"globally[6,inf](d_il8(t) > 0 and d_tnfα(t) > 0) and globally[7,inf](d_gmcsf(t) > 0 and d_il2(t) > 0)",,0.834288
"IL-8 and tumor necrosis factor alpha (TNF-α), on the other hand, began increasing on day 6, while GM-CSF and IL-2 began increasing on day 7.",1,raw,"eventually[6,inf]globally(d_il8(t) > 0 and d_tnfα(t) > 0) and eventually[7,inf]globally(d_gmcsf(t) > 0 and d_il2(t) > 0)",,0.844316
"IL-8 and tumor necrosis factor alpha (TNF-α), on the other hand, began increasing on day 6, while GM-CSF and IL-2 began increasing on day 7.",1,consolidated,"eventually[6,6]globally(d_il8(t) > 0 and d_tnfα(t) > 0)",1,0.829369
"IL-8 and tumor necrosis factor alpha (TNF-α), on the other hand, began increasing on day 6, while GM-CSF and IL-2 began increasing on day 7.",1,consolidated,"eventually[7,7]globally(d_gmcsf(t) > 0 and d_il2(t) > 0)",1,0.635912
Levels of IFN-γ were not appreciably elevated.,2,raw,ifnγ(t) < c(low),,0.864466
Levels of IFN-γ were not appreciably elevated.,2,raw,"globally[0,inf](ifnγ(t) < c(low))",,0.676313
Levels of IFN-γ were not appreciably elevated.,2,raw,"globally[0,inf](ifnγ(t) = c(low))",,0.662096
Levels of IFN-γ were not appreciably elevated.,2,raw,"globally[0,inf](ifnγ(t) < c(low))",,0.676313
Levels of IFN-γ were not appreciably elevated.,2,raw,"globally[0,inf](ifnγ(t) < c(low))",,0.676313
Levels of IFN-γ were not appreciably elevated.,2,raw,"globally[0,14](ifnγ(t) = c(low))",,0.670048
Levels of IFN-γ were not appreciably elevated.,2,raw,"globally[0,inf](ifnγ(t) < c(low))",,0.676313
Levels of IFN-γ were not appreciably elevated.,2,raw,"globally[0,inf](ifnγ(t) < c(mid))",,0.690246
Levels of IFN-γ were not appreciably elevated.,2,raw,"globally[0,inf](ifnγ(t) < c(low))",,0.676313
Levels of IFN-γ were not appreciably elevated.,2,raw,ifnγ(t) = c(low),,0.834846
Levels of IFN-γ were not appreciably elevated.,2,raw,ifnγ(t) < c(low),,0.864466
Levels of IFN-γ were not appreciably elevated.,2,raw,"globally[0,inf](ifnγ(t) < c(low))",,0.676313
Levels of IFN-γ were not appreciably elevated.,2,consolidated,ifnγ(t) < c(low),1,0.864466
Levels of IFN-γ were not appreciably elevated.,2,consolidated,ifnγ(t) = c(low),1,0.834846
"In the infected animals, on the other hand, we identified extravascular albumin staining, which increased between day 4 and day 6/7, both qualitatively (Fig. 4a, b) and quantitatively (Fig. 4c).",1,raw,"globally[4,7](d_albumin(t) > 0)",,0.463956
"In the infected animals, on the other hand, we identified extravascular albumin staining, which increased between day 4 and day 6/7, both qualitatively (Fig. 4a, b) and quantitatively (Fig. 4c).",1,raw,"globally[4,7](d_albumin(t) > 0)",,0.463956
"In the infected animals, on the other hand, we identified extravascular albumin staining, which increased between day 4 and day 6/7, both qualitatively (Fig. 4a, b) and quantitatively (Fig. 4c).",1,raw,"globally[4,7](d_albumin(t) > 0)",,0.463956
"In the infected animals, on the other hand, we identified extravascular albumin staining, which increased between day 4 and day 6/7, both qualitatively (Fig. 4a, b) and quantitatively (Fig. 4c).",1,raw,"globally[4,7](d_albumin(t) > 0)",,0.463956
"In the infected animals, on the other hand, we identified extravascular albumin staining, which increased between day 4 and day 6/7, both qualitatively (Fig. 4a, b) and quantitatively (Fig. 4c).",1,raw,"globally[4,7](d_albumin(t) > 0)",,0.463956
"In the infected animals, on the other hand, we identified extravascular albumin staining, which increased between day 4 and day 6/7, both qualitatively (Fig. 4a, b) and quantitatively (Fig. 4c).",1,raw,"globally[4,7](d_albumin(t) > 0)",,0.463956
"In the infected animals, on the other hand, we identified extravascular albumin staining, which increased between day 4 and day 6/7, both qualitatively (Fig. 4a, b) and quantitatively (Fig. 4c).",1,raw,"globally[4,7](d_albumin(t) > 0)",,0.463956
"In the infected animals, on the other hand, we identified extravascular albumin staining, which increased between day 4 and day 6/7, both qualitatively (Fig. 4a, b) and quantitatively (Fig. 4c).",1,raw,"globally[4,7](d_albumin(t) > 0)",,0.463956
"In the infected animals, on the other hand, we identified extravascular albumin staining, which increased between day 4 and day 6/7, both qualitatively (Fig. 4a, b) and quantitatively (Fig. 4c).",1,raw,"globally[4,7](d_albumin(t) > 0)",,0.463956
"In the infected animals, on the other hand, we identified extravascular albumin staining, which increased between day 4 and day 6/7, both qualitatively (Fig. 4a, b) and quantitatively (Fig. 4c).",1,raw,"globally[4,7](d_albumin(t) > 0)",,0.463956
"In the infected animals, on the other hand, we identified extravascular albumin staining, which increased between day 4 and day 6/7, both qualitatively (Fig. 4a, b) and quantitatively (Fig. 4c).",1,raw,"globally[4,7](d_albumin(t) > 0)",,0.463956
"In the infected animals, on the other hand, we identified extravascular albumin staining, which increased between day 4 and day 6/7, both qualitatively (Fig. 4a, b) and quantitatively (Fig. 4c).",1,raw,"globally[4,7](d_albumin(t) > 0)",,0.463956
"In the infected animals, on the other hand, we identified extravascular albumin staining, which increased between day 4 and day 6/7, both qualitatively (Fig. 4a, b) and quantitatively (Fig. 4c).",1,raw,"globally[4,7](d_albumin(t) > 0)",,0.463956
"In the infected animals, on the other hand, we identified extravascular albumin staining, which increased between day 4 and day 6/7, both qualitatively (Fig. 4a, b) and quantitatively (Fig. 4c).",1,raw,"globally[4,7](d_albumin(t) > 0)",,0.463956
"In the infected animals, on the other hand, we identified extravascular albumin staining, which increased between day 4 and day 6/7, both qualitatively (Fig. 4a, b) and quantitatively (Fig. 4c).",1,raw,"globally[4,7](d_albumin(t) > 0)",,0.463956
"In the infected animals, on the other hand, we identified extravascular albumin staining, which increased between day 4 and day 6/7, both qualitatively (Fig. 4a, b) and quantitatively (Fig. 4c).",1,raw,"globally[4,7](d_albumin(t) > 0)",,0.463956
"In the infected animals, on the other hand, we identified extravascular albumin staining, which increased between day 4 and day 6/7, both qualitatively (Fig. 4a, b) and quantitatively (Fig. 4c).",1,raw,"globally[4,7](d_albumin(t) > 0)",,0.463956
"In the infected animals, on the other hand, we identified extravascular albumin staining, which increased between day 4 and day 6/7, both qualitatively (Fig. 4a, b) and quantitatively (Fig. 4c).",1,raw,"globally[4,7](d_albumin(t) > 0)",,0.463956
"In the infected animals, on the other hand, we identified extravascular albumin staining, which increased between day 4 and day 6/7, both qualitatively (Fig. 4a, b) and quantitatively (Fig. 4c).",1,consolidated,"globally[4,7](d_albumin(t) > 0)",1,0.463956
"Quantitatively, higher staining for VP40 (EBOV antigen) was noted in the infected animals compared to the control animal, in the thalamus and in the midbrain, increasing further on day 6/7 compared to day 4.",0,raw,"globally[4,4](vp40(t) > vp40(0)) and globally[6,7](vp40(t) > vp40(4))",,0.466289
"Quantitatively, higher staining for VP40 (EBOV antigen) was noted in the infected animals compared to the control animal, in the thalamus and in the midbrain, increasing further on day 6/7 compared to day 4.",0,raw,"globally[4,7](vp40(t) > vp40(0)) and globally[4,7](d_vp40(t) > 0)",,0.435997
"Quantitatively, higher staining for VP40 (EBOV antigen) was noted in the infected animals compared to the control animal, in the thalamus and in the midbrain, increasing further on day 6/7 compared to day 4.",0,consolidated,"globally[4,4](vp40(t) > vp40(0))",0,0.488954
"Quantitatively, higher staining for VP40 (EBOV antigen) was noted in the infected animals compared to the control animal, in the thalamus and in the midbrain, increasing further on day 6/7 compared to day 4.",0,consolidated,"globally[6,7](vp40(t) > vp40(4))",1,0.506353
"At the same time, the expression of GLUT3, a neuronal glucose transporter46, was seen both in the thalamus and in the midbrain, increasing further on day 6/7 compared to day 4 (Fig. 5a, b).",0,raw,"eventually[6,7](glut3(t) > glut3(4))",,0.623476
"At the same time, the expression of GLUT3, a neuronal glucose transporter46, was seen both in the thalamus and in the midbrain, increasing further on day 6/7 compared to day 4 (Fig. 5a, b).",0,raw,"globally[4,7](glut3(t) > glut3(4)) and eventually[6,7](glut3(t) > glut3(4))",,0.625468
"At the same time, the expression of GLUT3, a neuronal glucose transporter46, was seen both in the thalamus and in the midbrain, increasing further on day 6/7 compared to day 4 (Fig. 5a, b).",0,raw,"globally[4,7](d_glut3(t) > 0)",,0.618535
"At the same time, the expression of GLUT3, a neuronal glucose transporter46, was seen both in the thalamus and in the midbrain, increasing further on day 6/7 compared to day 4 (Fig. 5a, b).",0,raw,"eventually[6,7](glut3(t) > glut3(4))",,0.623476
"At the same time, the expression of GLUT3, a neuronal glucose transporter46, was seen both in the thalamus and in the midbrain, increasing further on day 6/7 compared to day 4 (Fig. 5a, b).",0,raw,"eventually[6,7](glut3(t) > glut3(4))",,0.623476
"At the same time, the expression of GLUT3, a neuronal glucose transporter46, was seen both in the thalamus and in the midbrain, increasing further on day 6/7 compared to day 4 (Fig. 5a, b).",0,raw,"globally[6,7](glut3(t) > glut3(4))",,0.618333
"At the same time, the expression of GLUT3, a neuronal glucose transporter46, was seen both in the thalamus and in the midbrain, increasing further on day 6/7 compared to day 4 (Fig. 5a, b).",0,raw,"globally[6,7](il1rn(t) > il1rn(4))",,0.197734
"At the same time, the expression of GLUT3, a neuronal glucose transporter46, was seen both in the thalamus and in the midbrain, increasing further on day 6/7 compared to day 4 (Fig. 5a, b).",0,raw,"globally[6,7](glut3(t) > glut3(4))",,0.618333
"At the same time, the expression of GLUT3, a neuronal glucose transporter46, was seen both in the thalamus and in the midbrain, increasing further on day 6/7 compared to day 4 (Fig. 5a, b).",0,raw,"globally[6,7](glut3(t) > glut3(4))",,0.618333
"At the same time, the expression of GLUT3, a neuronal glucose transporter46, was seen both in the thalamus and in the midbrain, increasing further on day 6/7 compared to day 4 (Fig. 5a, b).",0,raw,"globally[4,7](glut3(t) > c(low)) and eventually[6,7](glut3(t) > glut3(4))",,0.609836
"At the same time, the expression of GLUT3, a neuronal glucose transporter46, was seen both in the thalamus and in the midbrain, increasing further on day 6/7 compared to day 4 (Fig. 5a, b).",0,raw,"globally[4,7](d_il1rn(t) > 0)",,0.250617
"At the same time, the expression of GLUT3, a neuronal glucose transporter46, was seen both in the thalamus and in the midbrain, increasing further on day 6/7 compared to day 4 (Fig. 5a, b).",0,raw,"eventually[6,7](glut3(t) > glut3(4))",,0.623476
"At the same time, the expression of GLUT3, a neuronal glucose transporter46, was seen both in the thalamus and in the midbrain, increasing further on day 6/7 compared to day 4 (Fig. 5a, b).",0,raw,"eventually[6,7](glut3(t) > glut3(4))",,0.623476
"At the same time, the expression of GLUT3, a neuronal glucose transporter46, was seen both in the thalamus and in the midbrain, increasing further on day 6/7 compared to day 4 (Fig. 5a, b).",0,raw,"globally[4,7](glut3(t) > c(low)) and globally[6,7](glut3(t) > glut3(4))",,0.591979
"At the same time, the expression of GLUT3, a neuronal glucose transporter46, was seen both in the thalamus and in the midbrain, increasing further on day 6/7 compared to day 4 (Fig. 5a, b).",0,raw,"eventually[4,7](d_glut3(t) > 0)",,0.626349
"At the same time, the expression of GLUT3, a neuronal glucose transporter46, was seen both in the thalamus and in the midbrain, increasing further on day 6/7 compared to day 4 (Fig. 5a, b).",0,consolidated,"eventually[6,7](glut3(t) > glut3(4))",1,0.623476
"At the same time, the expression of GLUT3, a neuronal glucose transporter46, was seen both in the thalamus and in the midbrain, increasing further on day 6/7 compared to day 4 (Fig. 5a, b).",0,consolidated,"eventually[4,7](d_glut3(t) > 0)",1,0.626349
"Many of those stained positively for CC3/PARP1, consistent with apoptosis, starting on day 4 post inoculation, and progressing over time (Figs. 5 and 6).",0,raw,"globally[4,inf](cc3(t) > c(low) and d_cc3(t) > 0)",,0.424602
"Many of those stained positively for CC3/PARP1, consistent with apoptosis, starting on day 4 post inoculation, and progressing over time (Figs. 5 and 6).",0,raw,"eventually[4,inf]globally(ifnβ(t) > c(low) and d_ifnβ(t) > d_c(low))",,0.210601
"Many of those stained positively for CC3/PARP1, consistent with apoptosis, starting on day 4 post inoculation, and progressing over time (Figs. 5 and 6).",0,raw,"eventually[4,inf]globally(d_cc3(t) > 0)",,0.411582
"Many of those stained positively for CC3/PARP1, consistent with apoptosis, starting on day 4 post inoculation, and progressing over time (Figs. 5 and 6).",0,raw,"eventually[4,inf]globally(cc3(t) > c(low) and d_cc3(t) > 0)",,0.456553
"Many of those stained positively for CC3/PARP1, consistent with apoptosis, starting on day 4 post inoculation, and progressing over time (Figs. 5 and 6).",0,raw,"globally[4, inf](d_cc3(t) > 0)",,0.385637
